,enrollee_id,education_level,major_discipline,target
4150,11782,Masters,STEM,1
4151,16279,Graduate,STEM,0
4152,5577,Graduate,STEM,0
4153,9200,High School,STEM,0
4154,28717,Graduate,STEM,0
4155,17618,Masters,STEM,1
4156,31106,Graduate,Arts,0
4157,8792,High School,STEM,0
4158,17752,Masters,STEM,1
4159,4595,Graduate,STEM,0
4160,29094,Masters,STEM,0
4161,6943,Graduate,STEM,0
4162,5692,High School,STEM,0
4163,18033,Graduate,STEM,1
4164,6121,Phd,STEM,1
4165,20222,High School,STEM,1
4167,7150,Graduate,STEM,0
4168,9326,Graduate,STEM,0
4169,25736,Graduate,STEM,0
4170,19769,High School,STEM,0
4171,22515,High School,STEM,0
4172,24126,Graduate,STEM,0
4173,14528,High School,STEM,0
4174,31788,Graduate,STEM,1
4175,19859,Masters,STEM,1
4176,6009,Masters,STEM,0
4177,3809,High School,STEM,0
4178,32214,Masters,STEM,0
4179,12367,Graduate,STEM,0
4180,26040,High School,STEM,1
4181,4349,Primary School,STEM,0
4182,13670,Masters,STEM,0
4183,1117,Graduate,STEM,1
4184,25332,Masters,STEM,0
4185,15866,Masters,STEM,0
4186,7352,Graduate,STEM,0
4187,7143,Graduate,No Major,0
4188,23239,Graduate,STEM,0
4189,30075,Graduate,STEM,1
4190,3650,Graduate,STEM,0
4191,23397,Graduate,STEM,0
4192,2218,Graduate,STEM,0
4193,5321,High School,STEM,0
4194,16696,Graduate,STEM,0
4195,21354,Phd,STEM,0
4196,17770,Masters,STEM,0
4197,27356,High School,STEM,1
4198,23342,Graduate,STEM,0
4199,447,Graduate,STEM,1
4200,6042,Graduate,No Major,0
4201,22862,Graduate,STEM,1
4202,26242,Graduate,STEM,0
4203,32481,Graduate,STEM,1
4204,28129,Masters,Other,0
4205,6059,Graduate,STEM,0
4206,28205,Graduate,STEM,0
4207,9306,Masters,Business Degree,1
4208,3285,High School,STEM,0
4209,7651,High School,STEM,0
4210,16191,Graduate,STEM,1
4211,12614,Graduate,STEM,1
4212,1686,Graduate,STEM,1
4213,22551,Graduate,STEM,0
4214,26356,Phd,STEM,0
4215,17897,Graduate,STEM,0
4216,9371,Graduate,STEM,0
4217,12411,Graduate,STEM,0
4218,13190,Masters,STEM,0
4219,23372,Graduate,STEM,0
4220,6811,Graduate,Business Degree,1
4221,25405,Graduate,STEM,0
4222,23266,Graduate,STEM,1
4223,22562,Phd,STEM,0
4224,2450,Graduate,STEM,1
4225,20652,Phd,STEM,0
4226,8976,Graduate,STEM,0
4227,23148,High School,STEM,1
4228,29014,Masters,STEM,0
4229,17229,Graduate,STEM,1
4230,29657,Graduate,Business Degree,0
4231,31599,Graduate,STEM,1
4232,636,Graduate,STEM,0
4233,25477,Masters,STEM,0
4234,31933,Graduate,STEM,0
4235,2229,Phd,STEM,1
4236,10794,Masters,Humanities,1
4237,14387,Graduate,STEM,0
4238,12260,Masters,STEM,0
4239,32467,Graduate,Arts,0
4240,31390,Graduate,STEM,0
4241,32178,Graduate,STEM,0
4242,16709,High School,STEM,1
4243,12457,Masters,STEM,1
4244,1014,Graduate,Humanities,0
4245,16190,Graduate,STEM,0
4246,12907,Graduate,STEM,0
4247,24374,Masters,STEM,1
4248,13186,Graduate,STEM,1
4249,4164,Graduate,STEM,0
4250,30552,Graduate,STEM,1
4251,2603,High School,STEM,0
4252,16846,Graduate,Humanities,0
4253,1662,Graduate,STEM,1
4254,6228,Graduate,STEM,0
4255,26307,Graduate,STEM,0
4256,27055,Masters,STEM,0
4257,28580,Masters,STEM,0
4258,12655,High School,STEM,0
4259,21385,Graduate,STEM,0
4260,6345,Masters,STEM,0
4261,21893,Masters,STEM,0
4262,16341,Graduate,STEM,0
4263,30105,Graduate,STEM,0
4264,30008,Graduate,Business Degree,0
4265,4617,Graduate,STEM,0
4266,17314,High School,STEM,1
4267,29756,Graduate,Business Degree,1
4268,32879,Graduate,Business Degree,1
4269,24072,Graduate,STEM,0
4270,23597,Phd,STEM,0
4271,15847,Masters,STEM,0
4272,20664,Graduate,STEM,0
4273,23559,Graduate,STEM,1
4274,5735,Graduate,STEM,0
4275,4313,Graduate,STEM,1
4276,31729,Graduate,STEM,0
4277,26776,Graduate,STEM,0
4278,23520,Graduate,STEM,1
4279,31657,Graduate,STEM,1
4280,9761,Masters,STEM,0
4281,9721,Masters,Arts,1
4282,30895,Masters,STEM,0
4283,6819,High School,STEM,0
4284,29372,Graduate,STEM,0
4285,27132,Graduate,STEM,1
4287,1707,High School,STEM,0
4288,25034,Graduate,STEM,0
4289,22541,Masters,STEM,0
4290,27052,Graduate,STEM,0
4291,24454,High School,STEM,0
4292,24014,Masters,STEM,1
4293,9555,Graduate,STEM,0
4294,17816,Graduate,STEM,0
4295,10916,Graduate,STEM,0
4296,9458,Graduate,STEM,0
4297,11987,Graduate,STEM,0
4298,19959,Graduate,STEM,0
4299,28284,Graduate,STEM,0
4300,11464,Graduate,STEM,1
4301,13459,Graduate,STEM,0
4302,5926,Masters,STEM,0
4303,7975,Masters,Business Degree,0
4304,7882,Graduate,STEM,1
4305,494,Graduate,STEM,0
4306,12146,Masters,STEM,0
4307,5787,Graduate,STEM,0
4308,14704,Graduate,STEM,0
4309,3540,Graduate,STEM,0
4310,27651,Graduate,STEM,0
4312,16218,Masters,STEM,0
4313,16062,Graduate,STEM,0
4314,15245,Phd,STEM,0
4315,13109,Graduate,STEM,1
4316,16620,Graduate,STEM,1
4317,5687,Graduate,STEM,0
4318,27725,Graduate,STEM,1
4319,7566,Graduate,STEM,0
4320,10303,Masters,STEM,0
4321,15810,Graduate,STEM,0
4322,30548,Graduate,STEM,1
4323,21509,Graduate,STEM,1
4324,5460,Masters,STEM,0
4325,19998,Graduate,STEM,0
4326,28273,High School,STEM,0
4327,30257,Graduate,STEM,1
4328,31241,Phd,STEM,0
4329,20378,Graduate,STEM,1
4330,29402,Graduate,STEM,0
4332,22548,Graduate,Other,1
4333,98,Graduate,STEM,0
4334,6105,Graduate,STEM,0
4335,23869,Masters,STEM,1
4338,25618,Masters,STEM,0
4340,32459,Graduate,STEM,0
4342,33223,Masters,STEM,1
4343,19824,Masters,STEM,0
4344,11893,Masters,STEM,0
4345,28778,Masters,STEM,0
4346,4051,Graduate,STEM,0
4347,16523,Masters,STEM,1
4348,1165,Masters,STEM,0
4349,10090,High School,STEM,0
4350,14711,Graduate,STEM,0
4351,18366,Masters,STEM,0
4352,8293,Masters,STEM,0
4353,21164,High School,STEM,0
4354,6430,Graduate,STEM,0
4355,32463,Graduate,STEM,0
4356,30477,Graduate,STEM,0
4357,2707,Graduate,STEM,0
4358,9167,Masters,STEM,1
4359,25083,Masters,STEM,0
4360,503,High School,STEM,0
4361,27607,Graduate,STEM,0
4362,25915,Graduate,STEM,0
4363,30308,Masters,STEM,0
4364,29607,Graduate,Arts,0
4365,21938,High School,STEM,0
4366,15076,Graduate,STEM,0
4367,25278,Masters,STEM,1
4368,3531,High School,STEM,0
4369,13796,Graduate,STEM,0
4370,28272,Graduate,STEM,0
4371,26345,Graduate,STEM,0
4372,5679,Graduate,STEM,1
4373,4435,Graduate,STEM,0
4374,19920,Masters,STEM,0
4375,28644,Masters,Business Degree,0
4376,8481,Masters,STEM,0
4377,29166,Graduate,STEM,0
4378,8040,Graduate,STEM,0
4379,19085,Graduate,STEM,0
4380,14948,Graduate,STEM,0
4381,20158,Graduate,STEM,0
4382,10068,Graduate,STEM,0
4383,15093,Graduate,STEM,0
4384,16381,Graduate,STEM,0
4385,24435,Graduate,STEM,0
4386,3824,Masters,STEM,0
4387,15858,Graduate,STEM,0
4388,7249,Graduate,STEM,0
4389,6596,Graduate,STEM,1
4390,27630,Graduate,STEM,1
4391,31058,Masters,STEM,0
4392,12408,Graduate,STEM,1
4393,32560,Graduate,STEM,0
4394,12987,Graduate,STEM,1
4395,25022,Masters,STEM,0
4396,20547,High School,STEM,1
4397,27795,Primary School,STEM,0
4398,29088,Masters,STEM,0
4399,14212,Masters,Business Degree,0
4400,5538,Graduate,Humanities,1
4401,20713,Graduate,STEM,1
4402,23877,High School,STEM,0
4403,9693,Graduate,STEM,0
4404,18146,Graduate,STEM,0
4405,22883,Graduate,STEM,0
4406,1461,High School,STEM,0
4407,24448,Masters,STEM,0
4408,31735,Graduate,STEM,0
4409,8080,Masters,STEM,1
4410,26930,Graduate,STEM,0
4411,11372,Graduate,Business Degree,0
4412,13937,Graduate,STEM,0
4413,24522,Graduate,STEM,0
4414,6670,Masters,STEM,0
4416,3263,Masters,STEM,1
4417,10035,Graduate,STEM,0
4418,7390,Graduate,STEM,0
4419,26544,Graduate,STEM,1
4420,32322,Graduate,STEM,1
4421,21083,Graduate,STEM,0
4422,13254,Graduate,STEM,0
4423,29267,Graduate,STEM,0
4424,8129,Phd,STEM,0
4425,18631,Masters,STEM,1
4426,23833,Graduate,STEM,1
4427,30841,Graduate,STEM,0
4428,6656,Masters,Arts,1
4429,14602,Masters,STEM,1
4430,11891,Masters,STEM,0
4431,30379,Graduate,STEM,0
4432,3136,Graduate,STEM,0
4433,13747,Masters,STEM,0
4434,29271,Graduate,STEM,1
4435,21325,Masters,STEM,1
4436,8357,Masters,STEM,0
4437,30948,High School,STEM,0
4438,22531,Masters,STEM,0
4439,5656,Masters,STEM,0
4440,21085,Graduate,STEM,0
4441,20649,Masters,STEM,0
4442,19534,Masters,STEM,0
4443,25393,High School,STEM,0
4444,2878,Masters,STEM,1
4445,24347,Graduate,STEM,1
4446,32192,Graduate,STEM,0
4447,13058,Graduate,STEM,1
4448,10613,Masters,STEM,0
4449,20265,Masters,Humanities,1
4450,24897,Graduate,STEM,0
4451,29152,Graduate,Arts,0
4452,21321,Masters,STEM,0
4453,21411,Graduate,STEM,0
4454,32170,Graduate,STEM,0
4455,24678,High School,STEM,0
4456,29895,Graduate,Arts,0
4457,5827,Masters,Humanities,0
4458,18608,Graduate,STEM,1
4459,9048,Graduate,STEM,1
4460,2083,Graduate,STEM,0
4461,3002,Graduate,STEM,0
4462,29856,Masters,Humanities,0
4463,22061,Graduate,STEM,0
4464,2916,Graduate,STEM,0
4465,23069,Graduate,STEM,1
4466,19057,Graduate,STEM,0
4467,12885,Graduate,STEM,1
4468,20052,Graduate,STEM,0
4469,10264,Graduate,STEM,0
4470,32430,Graduate,STEM,0
4471,348,Masters,STEM,0
4472,6130,Graduate,STEM,0
4473,8636,Graduate,STEM,0
4474,3045,Graduate,Humanities,0
4475,32763,High School,STEM,0
4476,27509,Phd,STEM,0
4477,20330,High School,STEM,0
4478,15077,Graduate,Other,1
4479,25511,Graduate,Humanities,0
4480,6170,Masters,STEM,0
4481,18044,High School,STEM,0
4482,5733,Graduate,STEM,1
4484,20129,Graduate,STEM,1
4485,22416,Masters,STEM,1
4486,9724,Graduate,STEM,0
4488,15764,Graduate,STEM,0
4489,6003,Graduate,Humanities,0
4490,11934,Graduate,STEM,1
4492,12658,Graduate,STEM,0
4493,4181,Graduate,Other,0
4494,30192,Graduate,STEM,0
4495,25068,Masters,STEM,0
4496,22356,Masters,STEM,1
4497,19170,Graduate,STEM,0
4498,18778,Graduate,STEM,0
4499,14242,Graduate,STEM,0
4500,21856,Masters,STEM,0
4501,8222,Graduate,STEM,0
4502,17517,Graduate,STEM,0
4503,6934,Masters,STEM,1
4504,24762,Primary School,STEM,0
4505,20934,Graduate,STEM,1
4506,25066,Graduate,STEM,0
4507,15567,Graduate,Business Degree,0
4508,9784,Graduate,STEM,0
4509,26517,Graduate,Humanities,1
4510,21598,Graduate,STEM,0
4511,4489,Graduate,STEM,0
4512,2788,Graduate,STEM,1
4513,18069,Graduate,STEM,0
4514,17531,Masters,STEM,1
4515,22385,Masters,STEM,0
4516,13705,Masters,STEM,0
4517,32064,Graduate,STEM,0
4518,29865,Graduate,STEM,0
4519,28622,Graduate,STEM,0
4520,99,Masters,STEM,1
4521,27549,Graduate,STEM,0
4522,31170,Graduate,STEM,0
4523,21626,Graduate,STEM,1
4524,30861,Graduate,STEM,0
4525,16019,Graduate,STEM,1
4526,11840,Graduate,STEM,0
4527,8902,Graduate,STEM,0
4528,5747,Graduate,STEM,0
4529,16204,Masters,Business Degree,1
4530,5602,Graduate,STEM,0
4531,18970,Masters,STEM,0
4532,7938,Graduate,STEM,1
4533,24019,Graduate,STEM,1
4534,10001,Graduate,STEM,1
4535,1979,Masters,STEM,1
4536,25994,Graduate,STEM,0
4537,11017,Graduate,STEM,0
4538,9284,Graduate,STEM,1
4539,1060,Graduate,STEM,0
4540,6763,Graduate,STEM,0
4541,1964,High School,STEM,0
4542,6293,Graduate,STEM,0
4543,4710,Graduate,STEM,0
4544,31323,Masters,STEM,0
4545,2807,Graduate,STEM,0
4547,19092,Masters,STEM,0
4548,26193,Graduate,STEM,1
4549,4639,Masters,STEM,0
4550,12853,Masters,STEM,0
4551,7247,Graduate,STEM,0
4552,7,Masters,STEM,0
4553,15575,Masters,STEM,0
4554,11163,Graduate,STEM,0
4555,2527,High School,STEM,1
4556,17797,Masters,STEM,0
4557,8892,Graduate,STEM,0
4558,5163,Graduate,STEM,1
4559,28889,Graduate,STEM,1
4560,1011,Graduate,STEM,1
4561,4923,Graduate,STEM,1
4562,21447,Graduate,STEM,1
4563,31357,Masters,STEM,0
4564,12118,Graduate,STEM,0
4565,33133,Graduate,STEM,0
4566,6306,Graduate,STEM,0
4567,15204,Graduate,Humanities,0
4569,16300,Masters,STEM,1
4570,15428,Graduate,STEM,0
4571,7407,Masters,STEM,1
4572,2204,Graduate,STEM,0
4573,17455,Graduate,STEM,0
4574,26090,Masters,STEM,0
4575,23124,Graduate,STEM,0
4576,1413,Primary School,STEM,0
4577,30757,Masters,STEM,1
4578,4684,Graduate,STEM,0
4579,18772,Masters,STEM,0
4580,19902,Graduate,Humanities,1
4581,16301,Graduate,STEM,0
4582,32428,Masters,STEM,1
4583,25853,Masters,STEM,0
4584,19592,Graduate,STEM,1
4585,1187,Masters,STEM,0
4586,27645,Graduate,STEM,1
4587,23530,Graduate,STEM,1
4588,7010,Graduate,STEM,0
4589,24963,Graduate,STEM,0
4590,14902,Graduate,STEM,1
4591,28953,Graduate,No Major,1
4592,12719,High School,STEM,0
4593,8383,Masters,STEM,0
4595,30954,Graduate,STEM,0
4596,14148,Masters,STEM,0
4597,6766,Graduate,STEM,0
4598,16338,Graduate,STEM,0
4599,13760,Graduate,STEM,1
4600,19481,Masters,STEM,0
4601,17544,Graduate,STEM,1
4602,19984,Masters,STEM,1
4603,21776,Graduate,STEM,0
4604,19910,Graduate,STEM,1
4606,9074,Graduate,STEM,1
4607,28793,High School,STEM,0
4608,19113,Primary School,STEM,0
4609,21437,Phd,STEM,1
4610,6543,Graduate,No Major,0
4611,17507,Graduate,STEM,1
4612,11843,Graduate,STEM,0
4613,22782,Masters,STEM,0
4616,28553,Masters,Humanities,0
4617,17362,Graduate,STEM,1
4618,2963,High School,STEM,0
4619,22543,Masters,Humanities,0
4620,17201,Graduate,STEM,1
4621,33228,Graduate,Humanities,0
4622,32050,Masters,STEM,0
4623,843,Graduate,STEM,0
4624,31780,Graduate,STEM,0
4625,3457,Graduate,STEM,0
4626,16636,Masters,STEM,0
4627,20131,Graduate,Business Degree,0
4628,27346,Graduate,STEM,0
4629,1282,Graduate,STEM,0
4630,33282,Graduate,STEM,1
4631,17401,Masters,STEM,0
4632,5193,Graduate,STEM,0
4633,11737,Masters,STEM,0
4634,1545,Graduate,STEM,0
4635,4554,Masters,STEM,1
4636,12200,Graduate,STEM,1
4637,7830,Masters,STEM,0
4639,24136,Masters,STEM,0
4640,4014,Graduate,STEM,0
4641,24999,Masters,Other,0
4642,18168,Graduate,STEM,0
4643,28241,Graduate,Business Degree,0
4644,1901,Graduate,STEM,1
4645,9477,Graduate,Business Degree,0
4646,5407,Graduate,STEM,0
4647,21171,Masters,Arts,1
4648,27048,Graduate,STEM,0
4649,23517,High School,STEM,0
4650,13752,Masters,STEM,0
4651,6214,High School,STEM,0
4652,13636,Graduate,STEM,0
4653,19206,Graduate,STEM,0
4654,14747,High School,STEM,0
4655,24342,Graduate,STEM,0
4656,4772,Graduate,STEM,0
4657,584,Graduate,STEM,1
4658,21676,Graduate,STEM,0
4659,18807,Masters,Humanities,0
4660,10101,Masters,STEM,0
4661,14535,Masters,STEM,0
4662,29235,Phd,STEM,0
4664,23621,High School,STEM,1
4665,15142,Graduate,STEM,1
4666,1505,Graduate,STEM,0
4667,30988,Graduate,STEM,0
4668,7870,Graduate,STEM,0
4669,14020,Masters,STEM,0
4670,16443,Graduate,STEM,0
4672,29542,Masters,STEM,1
4673,32715,Graduate,STEM,0
4674,15647,Graduate,STEM,1
4675,13493,Graduate,STEM,1
4676,8957,Graduate,STEM,1
4677,12938,Graduate,STEM,1
4678,968,Masters,STEM,0
4679,33149,Masters,STEM,0
4680,19126,Graduate,STEM,0
4681,16305,Graduate,STEM,0
4682,28162,Graduate,Humanities,0
4683,2310,Graduate,STEM,0
4684,13935,Graduate,STEM,1
4685,19379,Graduate,STEM,0
4686,10157,Phd,STEM,0
4687,8143,Graduate,STEM,1
4688,28417,Graduate,STEM,1
4689,12001,Masters,STEM,0
4690,3257,Masters,STEM,1
4691,28046,Graduate,STEM,1
4692,1534,Graduate,STEM,1
4693,31961,Masters,Business Degree,1
4694,1337,Graduate,STEM,0
4695,9096,Graduate,STEM,1
4696,32904,Graduate,STEM,0
4697,19115,High School,STEM,0
4698,29998,Graduate,STEM,0
4699,6120,Graduate,STEM,0
4700,12727,Masters,STEM,0
4701,18066,High School,STEM,0
4702,30193,Graduate,Humanities,0
4703,16159,Masters,STEM,0
4704,14930,Masters,STEM,0
4705,4885,High School,STEM,0
4706,32111,High School,STEM,0
4707,9686,Graduate,STEM,0
4709,32310,High School,STEM,0
4710,31607,Graduate,STEM,0
4711,9128,Masters,STEM,0
4712,19778,Masters,STEM,0
4713,10965,Graduate,STEM,0
4714,15606,Graduate,STEM,0
4715,22383,High School,STEM,0
4716,29988,Graduate,STEM,0
4717,22370,Graduate,STEM,1
4718,15347,Graduate,STEM,0
4719,4700,Graduate,STEM,0
4720,1889,Masters,STEM,0
4721,1306,Graduate,STEM,1
4722,13820,High School,STEM,0
4723,24028,Graduate,Humanities,0
4724,6879,Graduate,STEM,1
4725,30955,Graduate,STEM,1
4727,29464,Graduate,STEM,1
4728,3025,Graduate,No Major,0
4729,21846,Masters,STEM,1
4730,32594,Graduate,STEM,0
4731,3158,Masters,STEM,0
4732,19402,Masters,STEM,1
4734,29441,Graduate,STEM,1
4735,29017,Masters,Arts,0
4736,10519,Graduate,STEM,0
4737,3310,Graduate,STEM,1
4738,18662,Graduate,STEM,1
4740,29348,Graduate,STEM,0
4741,5452,Graduate,STEM,0
4742,31397,Graduate,STEM,0
4743,2560,Graduate,STEM,0
4744,30985,Graduate,STEM,1
4745,6487,Graduate,STEM,1
4746,21414,Graduate,STEM,0
4747,32613,High School,STEM,0
4748,29001,Graduate,STEM,0
4749,4864,Graduate,STEM,1
4750,23772,Graduate,STEM,0
4751,109,Graduate,Other,0
4752,26456,Graduate,STEM,0
4755,15289,Graduate,STEM,0
4756,33379,Graduate,STEM,0
4757,3820,Graduate,STEM,0
4758,21733,Graduate,STEM,0
4759,13122,Graduate,STEM,1
4760,25331,High School,STEM,1
4761,18762,Graduate,STEM,1
4762,25727,Graduate,STEM,0
4763,787,Graduate,STEM,0
4764,19608,Graduate,STEM,0
4765,28049,Graduate,STEM,0
4766,1853,High School,STEM,1
4767,18055,Graduate,Humanities,0
4768,26898,Graduate,STEM,0
4770,21001,Graduate,STEM,0
4771,11556,Graduate,STEM,0
4772,32851,High School,STEM,1
4773,15283,Graduate,STEM,0
4774,8624,Masters,STEM,0
4775,16374,High School,STEM,0
4776,29119,Graduate,Business Degree,1
4777,26390,Graduate,STEM,0
4778,19707,Graduate,STEM,0
4779,5013,Graduate,No Major,0
4780,769,Graduate,STEM,0
4781,5951,Masters,STEM,1
4782,32086,High School,STEM,1
4783,17347,Graduate,STEM,0
4784,21721,Graduate,STEM,1
4785,11894,Masters,STEM,1
4786,2256,Graduate,STEM,0
4787,27901,Graduate,STEM,0
4788,14078,Phd,STEM,0
4789,7271,Masters,STEM,0
4790,10942,Graduate,STEM,1
4791,30300,Graduate,STEM,0
4792,19845,Masters,STEM,0
4793,30040,Masters,Other,1
4794,28975,Graduate,STEM,0
4795,8974,High School,STEM,0
4796,10216,Graduate,STEM,0
4797,4875,Graduate,STEM,0
4798,27927,Masters,STEM,1
4799,20969,Graduate,STEM,1
4800,20898,High School,STEM,0
4801,27649,Graduate,STEM,0
4802,24200,Masters,STEM,0
4803,24687,Graduate,Arts,0
4804,391,Graduate,STEM,1
4805,24778,Graduate,STEM,0
4806,26080,Graduate,No Major,1
4807,32837,Graduate,STEM,0
4808,10140,High School,STEM,0
4809,22868,Graduate,STEM,0
4810,16085,Primary School,STEM,0
4811,308,Graduate,STEM,0
4812,27252,Graduate,STEM,0
4813,33370,High School,STEM,0
4814,29782,Graduate,STEM,0
4815,13637,Graduate,STEM,0
4816,6470,Graduate,STEM,0
4818,19368,Graduate,Humanities,0
4819,29696,Graduate,Arts,1
4820,22841,Masters,STEM,1
4821,32307,Graduate,STEM,0
4822,5942,Graduate,STEM,0
4823,20191,High School,STEM,0
4824,9363,Masters,Other,0
4825,25744,High School,STEM,0
4826,14951,Graduate,STEM,0
4827,14543,High School,STEM,0
4828,748,Graduate,STEM,0
4829,13427,Graduate,STEM,0
4830,32886,Graduate,Arts,0
4831,15104,Graduate,STEM,0
4832,20100,Graduate,STEM,0
4833,18858,Masters,STEM,0
4834,24464,Graduate,STEM,0
4835,12082,Masters,STEM,0
4836,13783,Graduate,STEM,0
4837,9492,Masters,STEM,1
4838,14072,Graduate,STEM,0
4839,13700,High School,STEM,0
4840,17036,Graduate,STEM,1
4841,321,Primary School,STEM,0
4842,17681,Graduate,STEM,0
4843,32023,Graduate,STEM,1
4844,19193,Graduate,STEM,0
4845,15814,Graduate,STEM,1
4846,26837,Graduate,STEM,0
4847,28294,Masters,STEM,0
4848,13816,Graduate,STEM,0
4849,8406,Graduate,STEM,0
4850,375,Masters,STEM,0
4852,2890,Masters,STEM,0
4853,16144,Graduate,STEM,0
4854,26998,High School,STEM,0
4855,30034,Masters,STEM,0
4856,7043,Graduate,STEM,0
4857,2117,Masters,STEM,0
4858,7624,Graduate,STEM,1
4859,23075,Graduate,STEM,0
4860,9553,Graduate,STEM,1
4862,8134,Graduate,STEM,0
4863,30420,Graduate,STEM,0
4864,7895,Masters,STEM,0
4865,18751,High School,STEM,0
4866,24487,Graduate,STEM,0
4867,130,Graduate,STEM,0
4868,1896,Masters,STEM,0
4869,16779,Masters,STEM,0
4870,1831,Graduate,STEM,0
4872,21062,Masters,STEM,0
4873,13026,Graduate,STEM,1
4874,19042,Masters,STEM,0
4875,1755,Graduate,STEM,1
4876,30224,Masters,Other,1
4877,14213,Masters,STEM,0
4878,22128,Graduate,STEM,0
4879,21305,Graduate,STEM,0
4880,20177,Graduate,STEM,0
4881,25262,Masters,No Major,0
4882,9146,Graduate,STEM,0
4883,31116,Graduate,STEM,0
4884,24449,Graduate,No Major,1
4885,27126,Masters,STEM,1
4886,13287,Graduate,STEM,1
4888,18458,Graduate,STEM,0
4889,24343,Graduate,STEM,0
4890,11742,Graduate,STEM,0
4891,9836,Graduate,STEM,0
4892,13532,Graduate,Humanities,0
4893,19871,Graduate,STEM,1
4894,26665,Graduate,STEM,1
4896,12009,Graduate,STEM,1
4897,23495,Masters,STEM,1
4898,6512,Graduate,STEM,0
4899,8148,Graduate,STEM,0
4900,6553,Masters,STEM,0
4901,22755,Masters,STEM,0
4902,1340,Graduate,STEM,0
4904,4527,Graduate,STEM,0
4905,32671,Graduate,STEM,0
4906,10807,Graduate,STEM,0
4907,25532,Graduate,STEM,0
4908,15040,High School,STEM,0
4909,24348,Graduate,STEM,0
4910,2154,Masters,STEM,0
4911,5414,High School,STEM,0
4912,32730,Graduate,STEM,1
4913,1948,Phd,STEM,0
4914,15365,Masters,STEM,0
4915,24500,Graduate,STEM,1
4916,14982,Graduate,STEM,0
4917,25911,Graduate,STEM,0
4918,27313,Graduate,STEM,1
4919,18466,High School,STEM,0
4920,11537,Graduate,STEM,1
4921,29134,Masters,STEM,0
4922,14141,Graduate,STEM,0
4923,13835,Graduate,STEM,1
4924,9568,Graduate,STEM,1
4925,23201,Masters,STEM,0
4926,2843,Graduate,STEM,0
4927,26987,Graduate,STEM,0
4929,11052,Masters,STEM,0
4930,3552,High School,STEM,0
4931,24651,Graduate,Humanities,1
4932,4644,Masters,STEM,0
4933,3082,Masters,STEM,0
4934,3886,High School,STEM,0
4935,15821,Masters,STEM,0
4936,10670,Graduate,STEM,1
4937,20377,Graduate,STEM,0
4938,791,Graduate,STEM,0
4939,11351,Graduate,STEM,0
4940,1460,Graduate,Arts,0
4941,15778,Graduate,STEM,0
4942,6870,Graduate,STEM,1
4943,32593,High School,STEM,1
4944,21055,Graduate,STEM,0
4945,24090,Graduate,STEM,1
4946,17690,Masters,Arts,0
4947,13053,Graduate,STEM,1
4948,12229,Masters,STEM,0
4949,4485,High School,STEM,1
4950,12791,Graduate,Humanities,0
4951,6013,Masters,STEM,0
4952,27263,Masters,STEM,0
4953,13442,Graduate,STEM,0
4954,10793,Graduate,STEM,1
4955,30581,Graduate,STEM,0
4956,23525,High School,STEM,0
4957,9421,Graduate,STEM,0
4958,14714,Graduate,STEM,1
4959,1725,Masters,Humanities,0
4960,3154,Graduate,STEM,0
4961,6688,Graduate,STEM,0
4962,17332,Masters,STEM,0
4963,15730,Graduate,STEM,0
4964,7099,Graduate,STEM,0
4965,8183,Graduate,STEM,0
4966,21524,Graduate,Other,1
4967,1524,Graduate,STEM,0
4968,27737,Graduate,No Major,1
4969,27790,High School,STEM,0
4970,11146,Graduate,Humanities,1
4971,31520,High School,STEM,0
4972,12188,Graduate,STEM,1
4973,31178,High School,STEM,0
4974,4712,Graduate,STEM,0
4975,23483,Graduate,STEM,0
4976,30227,Graduate,STEM,0
4977,8907,Graduate,STEM,0
4978,15721,Graduate,STEM,0
4979,25015,Graduate,STEM,0
4980,1990,Graduate,STEM,0
4981,30515,Graduate,STEM,0
4982,26949,Graduate,STEM,0
4983,31589,Graduate,STEM,0
4984,31374,Graduate,STEM,0
4985,7705,Graduate,STEM,0
4986,17146,Graduate,STEM,1
4987,558,Primary School,STEM,0
4988,1961,Graduate,STEM,0
4989,26675,Graduate,STEM,1
4990,33065,Graduate,STEM,1
4991,16281,Graduate,STEM,1
4992,16036,Graduate,STEM,0
4993,20620,Masters,Business Degree,0
4994,4196,High School,STEM,0
4995,7892,Graduate,STEM,1
4996,19768,Graduate,STEM,1
4997,33180,High School,STEM,0
4998,13215,Graduate,STEM,1
4999,2386,Graduate,STEM,0
5000,18582,Masters,STEM,0
5001,25222,Graduate,STEM,0
5002,5697,Graduate,STEM,0
5003,5172,Graduate,STEM,1
5004,1815,Masters,STEM,1
5005,18347,Graduate,STEM,0
5006,3907,Masters,STEM,0
5007,372,Graduate,No Major,0
5008,10580,Phd,STEM,0
5009,33376,Masters,Business Degree,0
5010,27970,Graduate,STEM,1
5011,20568,Masters,STEM,0
5012,9059,Masters,STEM,0
5013,27233,Graduate,STEM,1
5014,30763,Graduate,STEM,1
5015,12383,Graduate,Business Degree,0
5016,16428,Graduate,STEM,1
5017,3074,Graduate,STEM,0
5018,18577,Masters,STEM,1
5019,26667,Graduate,STEM,1
5020,16761,Masters,STEM,0
5021,953,Graduate,STEM,0
5022,22702,Graduate,STEM,0
5023,20533,Graduate,STEM,0
5024,26444,Masters,STEM,1
5025,6617,Masters,STEM,1
5026,1664,Masters,STEM,1
5027,13312,Graduate,Other,1
