,enrollee_id,company_size,company_type,target
2185,29249,50through99,Pvt Ltd,0
2186,13391,<10,Pvt Ltd,0
2187,14834,<10,Pvt Ltd,0
2188,32114,50through99,Pvt Ltd,1
2189,14580,100through500,Pvt Ltd,0
2192,3794,<10,Funded Startup,0
2193,30176,500through999,Pvt Ltd,0
2194,14303,50through99,Pvt Ltd,1
2195,25708,50through99,NGO,1
2196,252,1000through4999,Pvt Ltd,0
2197,33197,50through99,Pvt Ltd,1
2198,4344,1000through4999,Pvt Ltd,0
2199,3759,500through999,Pvt Ltd,0
2201,12575,500through999,Pvt Ltd,0
2202,20879,100through500,Pvt Ltd,0
2203,9541,50through99,Pvt Ltd,0
2204,22654,50through99,Pvt Ltd,0
2205,24068,10through49,Public Sector,1
2206,18671,50through99,Pvt Ltd,1
2207,19581,100through500,Pvt Ltd,0
2208,1975,10000+,Pvt Ltd,0
2209,26169,100through500,Pvt Ltd,1
2210,30426,50through99,Pvt Ltd,1
2211,25707,50through99,Pvt Ltd,0
2212,20351,100through500,Pvt Ltd,0
2213,4468,50through99,Pvt Ltd,0
2214,9657,10through49,Funded Startup,0
2215,9033,50through99,Pvt Ltd,1
2216,25396,50through99,Pvt Ltd,0
2217,30079,5000through9999,Pvt Ltd,0
2218,32292,50through99,Pvt Ltd,1
2219,16121,50through99,Pvt Ltd,1
2220,19861,50through99,Pvt Ltd,0
2222,543,50through99,Pvt Ltd,0
2223,10295,1000through4999,Pvt Ltd,0
2224,24561,50through99,Pvt Ltd,0
2225,27461,50through99,Funded Startup,0
2226,31399,50through99,Pvt Ltd,0
2227,12032,50through99,Pvt Ltd,0
2228,10031,<10,Early Stage Startup,0
2229,21660,1000through4999,Pvt Ltd,0
2230,3155,1000through4999,Pvt Ltd,0
2231,27038,50through99,Pvt Ltd,1
2232,5431,50through99,Pvt Ltd,0
2233,13433,1000through4999,Pvt Ltd,0
2234,16929,1000through4999,Pvt Ltd,0
2235,12499,500through999,Pvt Ltd,0
2236,31842,50through99,Pvt Ltd,0
2237,15547,10000+,Pvt Ltd,0
2238,20398,100through500,Pvt Ltd,0
2239,12821,50through99,Pvt Ltd,1
2240,3853,50through99,Pvt Ltd,1
2241,12556,50through99,Public Sector,0
2242,26177,10through49,Pvt Ltd,0
2243,8067,1000through4999,Pvt Ltd,0
2244,9403,50through99,Pvt Ltd,0
2245,13112,50through99,Pvt Ltd,0
2246,12486,50through99,Pvt Ltd,1
2247,8796,<10,Pvt Ltd,0
2248,7687,1000through4999,Pvt Ltd,0
2249,6559,50through99,Pvt Ltd,1
2250,3352,50through99,Pvt Ltd,0
2251,17940,50through99,Pvt Ltd,0
2252,32321,50through99,NGO,0
2253,14165,10through49,Early Stage Startup,0
2254,27889,50through99,Pvt Ltd,0
2255,28017,50through99,Pvt Ltd,0
2256,30377,<10,Other,1
2257,9748,100through500,Pvt Ltd,0
2258,29692,1000through4999,Pvt Ltd,0
2259,25448,50through99,Pvt Ltd,0
2260,28345,10through49,Pvt Ltd,0
2261,16375,10through49,Pvt Ltd,0
2262,607,50through99,Pvt Ltd,0
2263,5952,10000+,Pvt Ltd,1
2264,25604,50through99,Pvt Ltd,1
2265,18993,50through99,Funded Startup,1
2266,9984,50through99,Pvt Ltd,0
2267,142,100through500,Pvt Ltd,0
2268,4747,50through99,Pvt Ltd,1
2269,33244,1000through4999,Pvt Ltd,0
2270,32209,1000through4999,Public Sector,0
2271,3005,<10,Early Stage Startup,1
2272,24322,5000through9999,Pvt Ltd,0
2273,26705,10000+,Public Sector,0
2274,12487,500through999,Pvt Ltd,0
2275,19175,50through99,Pvt Ltd,0
2276,33357,100through500,Pvt Ltd,0
2277,22119,100through500,Pvt Ltd,0
2278,29990,10through49,Funded Startup,0
2279,15370,50through99,Pvt Ltd,0
2280,17937,50through99,Pvt Ltd,0
2281,23613,50through99,Pvt Ltd,1
2282,4216,100through500,Pvt Ltd,0
2283,25530,50through99,Pvt Ltd,0
2284,7235,50through99,Funded Startup,0
2285,14976,50through99,Pvt Ltd,1
2286,15502,50through99,Funded Startup,0
2287,2069,<10,Pvt Ltd,0
2288,33139,50through99,Pvt Ltd,1
2289,9468,50through99,NGO,0
2290,25820,10000+,Pvt Ltd,1
2291,18401,10through49,Pvt Ltd,1
2292,28970,50through99,Pvt Ltd,1
2293,50,10000+,Pvt Ltd,1
2294,21591,50through99,Pvt Ltd,0
2295,7715,10through49,Pvt Ltd,1
2296,26617,10through49,Pvt Ltd,0
2297,936,50through99,Funded Startup,0
2298,8894,<10,Pvt Ltd,0
2299,22180,100through500,Pvt Ltd,0
2300,3120,100through500,Pvt Ltd,0
2301,11906,100through500,Pvt Ltd,0
2302,7222,1000through4999,Pvt Ltd,0
2303,6111,<10,Funded Startup,0
2304,29172,1000through4999,Pvt Ltd,0
2305,18229,50through99,Pvt Ltd,0
2306,22239,1000through4999,Pvt Ltd,0
2307,19129,1000through4999,Pvt Ltd,0
2308,17040,100through500,Pvt Ltd,0
2309,24259,50through99,Pvt Ltd,1
2310,19834,5000through9999,Pvt Ltd,1
2311,23101,50through99,Pvt Ltd,0
2312,21628,100through500,Pvt Ltd,0
2313,10679,10through49,Pvt Ltd,0
2314,20845,50through99,Funded Startup,1
2315,31429,100through500,NGO,0
2316,23841,1000through4999,Pvt Ltd,1
2317,32378,50through99,Pvt Ltd,0
2318,20618,50through99,Pvt Ltd,0
2319,13231,50through99,Pvt Ltd,0
2320,4379,5000through9999,NGO,0
2321,16015,50through99,Pvt Ltd,0
2322,5954,100through500,Pvt Ltd,0
2323,26134,50through99,Pvt Ltd,0
2324,29814,10000+,Pvt Ltd,0
2325,27621,100through500,Pvt Ltd,0
2326,3755,10000+,Pvt Ltd,0
2327,14521,100through500,Pvt Ltd,1
2328,29642,50through99,Pvt Ltd,1
2329,17778,50through99,Pvt Ltd,1
2330,8812,50through99,Pvt Ltd,0
2331,5277,50through99,Pvt Ltd,0
2332,2762,<10,Pvt Ltd,0
2333,4259,50through99,Pvt Ltd,0
2336,21508,10000+,Pvt Ltd,1
2337,29733,500through999,NGO,0
2338,22146,5000through9999,Pvt Ltd,0
2339,8936,50through99,Pvt Ltd,0
2340,25520,100through500,Pvt Ltd,0
2341,30301,5000through9999,Pvt Ltd,0
2342,4792,50through99,Pvt Ltd,0
2343,15864,10000+,Pvt Ltd,0
2344,14235,500through999,Pvt Ltd,0
2345,6074,50through99,Funded Startup,0
2346,5565,1000through4999,Pvt Ltd,1
2347,22567,10through49,Pvt Ltd,1
2348,22197,1000through4999,Pvt Ltd,1
2349,23633,10000+,Public Sector,0
2350,5983,50through99,Pvt Ltd,0
2351,9985,10through49,Pvt Ltd,0
2352,14351,50through99,Pvt Ltd,1
2353,28359,50through99,Pvt Ltd,0
2354,6774,50through99,Pvt Ltd,0
2356,16762,10000+,Pvt Ltd,0
2357,13784,<10,Pvt Ltd,0
2358,8409,<10,Pvt Ltd,1
2359,9512,50through99,Funded Startup,0
2360,1640,50through99,Pvt Ltd,0
2361,7089,10through49,Early Stage Startup,1
2362,3989,<10,Funded Startup,0
2363,2756,50through99,Pvt Ltd,0
2364,28672,1000through4999,Pvt Ltd,0
2365,110,50through99,Pvt Ltd,0
2367,22981,100through500,Pvt Ltd,0
2368,18468,50through99,Pvt Ltd,1
2369,10672,50through99,NGO,0
2370,25954,1000through4999,Pvt Ltd,0
2371,28980,50through99,Pvt Ltd,1
2372,19517,50through99,Other,0
2373,15613,500through999,Funded Startup,0
2374,5149,10000+,Pvt Ltd,1
2375,4065,50through99,Pvt Ltd,1
2376,16509,10through49,Pvt Ltd,0
2377,18360,50through99,Pvt Ltd,0
2378,19695,50through99,Pvt Ltd,0
2379,6765,50through99,Pvt Ltd,0
2380,20041,50through99,Pvt Ltd,0
2381,18313,50through99,Pvt Ltd,1
2382,30926,<10,Pvt Ltd,0
2383,30328,50through99,Pvt Ltd,1
2384,9177,10through49,Pvt Ltd,0
2385,31020,50through99,Pvt Ltd,1
2386,2009,1000through4999,Pvt Ltd,0
2387,3188,10000+,NGO,1
2388,28914,50through99,Pvt Ltd,0
2389,1199,100through500,NGO,0
2390,10538,50through99,NGO,0
2391,1792,50through99,Pvt Ltd,0
2392,25276,50through99,Pvt Ltd,0
2393,4907,<10,Pvt Ltd,0
2394,19759,50through99,Pvt Ltd,1
2395,294,500through999,Pvt Ltd,0
2396,28153,50through99,Pvt Ltd,0
2397,28338,10000+,Public Sector,0
2398,19327,50through99,Pvt Ltd,0
2399,6069,50through99,Pvt Ltd,0
2400,25306,50through99,Pvt Ltd,0
2401,12113,50through99,Pvt Ltd,0
2403,14104,50through99,Pvt Ltd,0
2406,12043,50through99,Pvt Ltd,1
2407,2135,50through99,Pvt Ltd,1
2408,33127,<10,Pvt Ltd,0
2409,24439,50through99,Pvt Ltd,0
2410,33113,50through99,Funded Startup,0
2411,30128,50through99,Pvt Ltd,1
2412,31322,10000+,Pvt Ltd,0
2413,4366,10through49,Pvt Ltd,0
2414,21890,50through99,Pvt Ltd,1
2415,14160,50through99,Pvt Ltd,0
2416,16126,10000+,Pvt Ltd,0
2417,27616,50through99,Pvt Ltd,0
2418,24307,500through999,Pvt Ltd,1
2419,18147,100through500,Pvt Ltd,0
2420,4145,500through999,Pvt Ltd,0
2421,29837,100through500,Pvt Ltd,0
2422,24744,50through99,Pvt Ltd,0
2423,1710,1000through4999,Pvt Ltd,0
2424,31119,50through99,Pvt Ltd,1
2425,19160,50through99,Pvt Ltd,0
2427,9323,100through500,Funded Startup,0
2428,744,<10,Pvt Ltd,0
2429,9916,100through500,Pvt Ltd,0
2430,5307,50through99,Pvt Ltd,0
2431,30874,50through99,Pvt Ltd,0
2432,32300,500through999,Pvt Ltd,0
2433,25901,10000+,Pvt Ltd,1
2434,9376,10000+,Pvt Ltd,0
2435,18978,100through500,Pvt Ltd,0
2436,6988,50through99,Pvt Ltd,0
2437,19762,50through99,Pvt Ltd,0
2438,28270,1000through4999,Pvt Ltd,0
2439,4900,50through99,Pvt Ltd,1
2440,10269,50through99,Pvt Ltd,0
2441,6854,<10,Funded Startup,0
2442,19252,50through99,Pvt Ltd,0
2443,26642,50through99,Pvt Ltd,1
2444,33071,50through99,Pvt Ltd,0
2445,18148,50through99,Pvt Ltd,0
2446,6852,1000through4999,Pvt Ltd,0
2447,14507,10000+,Pvt Ltd,0
2449,6104,100through500,Pvt Ltd,0
2450,29309,50through99,NGO,0
2451,28537,100through500,Pvt Ltd,0
2452,754,50through99,Pvt Ltd,1
2453,27015,5000through9999,Pvt Ltd,0
2454,30434,50through99,Pvt Ltd,0
2455,26028,1000through4999,Pvt Ltd,0
2456,9804,50through99,Pvt Ltd,0
2457,6387,50through99,Pvt Ltd,0
2458,11158,50through99,Pvt Ltd,0
2459,7552,100through500,Pvt Ltd,0
2460,1562,10000+,Pvt Ltd,1
2461,9583,5000through9999,Pvt Ltd,1
2462,15600,5000through9999,Pvt Ltd,0
2463,28097,10000+,Pvt Ltd,0
2464,27633,1000through4999,Pvt Ltd,0
2465,15066,5000through9999,Pvt Ltd,0
2466,1564,10000+,Pvt Ltd,1
2467,19767,50through99,Pvt Ltd,0
2468,1355,50through99,Other,0
2469,9022,50through99,Pvt Ltd,1
2470,5125,50through99,Pvt Ltd,1
2471,29495,50through99,Pvt Ltd,0
2472,4717,50through99,Pvt Ltd,0
2473,16720,50through99,Pvt Ltd,0
2474,6137,<10,Pvt Ltd,0
2475,1285,100through500,Pvt Ltd,0
2476,24839,50through99,Pvt Ltd,1
2477,4359,10through49,Other,0
2478,13734,<10,Pvt Ltd,0
2479,17219,50through99,Pvt Ltd,1
2480,2096,50through99,Pvt Ltd,0
2481,16112,1000through4999,Pvt Ltd,0
2482,23913,50through99,Pvt Ltd,0
2483,11507,5000through9999,Pvt Ltd,0
2484,15321,10000+,Pvt Ltd,0
2486,27950,50through99,Pvt Ltd,1
2487,15295,10000+,Pvt Ltd,0
2488,18537,50through99,Pvt Ltd,0
2490,28047,100through500,Funded Startup,0
2491,26708,50through99,Pvt Ltd,1
2492,17990,50through99,Pvt Ltd,0
2493,9035,50through99,Pvt Ltd,0
2494,10801,100through500,Public Sector,0
2495,17320,50through99,Pvt Ltd,0
2496,624,100through500,Pvt Ltd,0
2497,22000,50through99,Pvt Ltd,0
2498,30555,50through99,Pvt Ltd,1
2499,16862,100through500,Pvt Ltd,0
2500,25649,10000+,Pvt Ltd,0
2501,1384,50through99,Pvt Ltd,0
2502,10605,10through49,Pvt Ltd,0
2503,10887,<10,Pvt Ltd,0
2504,28870,50through99,Public Sector,0
2505,17270,50through99,Pvt Ltd,0
2506,5816,1000through4999,Pvt Ltd,1
2507,23568,50through99,Pvt Ltd,0
2508,25042,1000through4999,Pvt Ltd,0
2509,15662,100through500,Pvt Ltd,0
2510,3551,100through500,Pvt Ltd,0
2511,20595,50through99,Pvt Ltd,0
2512,17776,50through99,Pvt Ltd,0
2513,1551,100through500,Funded Startup,0
2514,27183,10through49,Funded Startup,0
2515,32503,50through99,Pvt Ltd,0
2516,1761,10000+,Pvt Ltd,0
2517,30920,100through500,Pvt Ltd,0
2519,30238,50through99,Pvt Ltd,1
2520,3394,10000+,Pvt Ltd,0
2521,3464,100through500,Pvt Ltd,1
2522,13189,500through999,NGO,0
2523,18056,50through99,Pvt Ltd,0
2524,15047,50through99,Other,0
2525,32870,50through99,Pvt Ltd,0
2526,26065,100through500,Pvt Ltd,0
2527,25989,<10,Early Stage Startup,0
2528,107,100through500,Funded Startup,0
2529,8395,50through99,Funded Startup,0
2530,23353,500through999,Pvt Ltd,0
2531,26225,50through99,Pvt Ltd,0
2532,22258,10through49,Pvt Ltd,0
2533,26916,50through99,Funded Startup,0
2534,24430,100through500,Pvt Ltd,0
2535,1585,1000through4999,Pvt Ltd,0
2536,3797,<10,Pvt Ltd,0
2537,23050,10through49,Pvt Ltd,0
2538,5409,100through500,Pvt Ltd,0
2539,8405,10000+,Pvt Ltd,1
2540,8838,50through99,Pvt Ltd,1
2541,28659,500through999,Pvt Ltd,0
2542,17865,100through500,Pvt Ltd,0
2543,7331,50through99,Pvt Ltd,1
2544,9405,50through99,Pvt Ltd,0
2545,27404,50through99,Pvt Ltd,0
2546,20288,50through99,Pvt Ltd,0
2547,18472,100through500,Pvt Ltd,1
2548,22448,<10,Early Stage Startup,1
2549,23068,50through99,NGO,0
2550,9603,50through99,Early Stage Startup,0
2551,1984,10through49,Pvt Ltd,1
2553,5778,500through999,Pvt Ltd,1
2554,27741,1000through4999,Pvt Ltd,0
2555,30601,50through99,Pvt Ltd,0
2556,1223,50through99,Pvt Ltd,1
2557,5535,50through99,Pvt Ltd,1
2558,5481,50through99,Pvt Ltd,0
2559,32175,10000+,Pvt Ltd,0
2560,20979,100through500,Pvt Ltd,0
2561,20957,<10,Early Stage Startup,0
2562,20981,<10,Pvt Ltd,1
2563,25519,50through99,Pvt Ltd,0
2564,22649,50through99,Pvt Ltd,0
2565,29482,100through500,NGO,0
2566,7309,50through99,Pvt Ltd,1
2567,20854,100through500,Pvt Ltd,0
2568,29842,50through99,Pvt Ltd,1
2569,26834,50through99,Pvt Ltd,0
2570,10980,<10,Pvt Ltd,0
2571,6128,100through500,Pvt Ltd,0
2572,1270,<10,Funded Startup,0
2573,21492,1000through4999,Pvt Ltd,0
2574,27023,<10,Pvt Ltd,0
2575,27085,100through500,Funded Startup,0
2576,31071,50through99,Funded Startup,0
2577,22838,50through99,Pvt Ltd,1
2578,30811,50through99,Pvt Ltd,0
2580,29620,50through99,Pvt Ltd,0
2581,1982,50through99,Pvt Ltd,0
2582,19572,50through99,Pvt Ltd,0
2583,22382,<10,Pvt Ltd,0
2584,5537,10000+,Pvt Ltd,0
2585,13612,50through99,Pvt Ltd,1
2586,1535,5000through9999,Pvt Ltd,0
2587,27061,50through99,Pvt Ltd,0
2588,16163,50through99,Pvt Ltd,0
2589,26787,50through99,Pvt Ltd,0
2590,15761,50through99,Pvt Ltd,0
2591,16009,50through99,Pvt Ltd,0
2592,4020,10000+,Pvt Ltd,0
2593,20522,10through49,Pvt Ltd,1
2594,22918,500through999,Pvt Ltd,0
2595,13377,50through99,Pvt Ltd,1
2596,6107,1000through4999,Pvt Ltd,0
2597,16143,50through99,Pvt Ltd,1
2598,10599,50through99,Pvt Ltd,0
2599,19360,50through99,Public Sector,1
2600,8496,100through500,Pvt Ltd,0
2601,22440,10000+,Pvt Ltd,0
2602,23363,100through500,Pvt Ltd,0
2604,24106,10through49,Pvt Ltd,0
2605,30487,100through500,Pvt Ltd,1
2606,19330,1000through4999,Pvt Ltd,1
2607,2355,5000through9999,NGO,0
2608,2909,50through99,Pvt Ltd,0
2609,18037,50through99,Pvt Ltd,1
2610,12962,50through99,Pvt Ltd,0
2611,23350,50through99,Pvt Ltd,0
2612,32262,50through99,Pvt Ltd,1
2613,28421,10through49,Pvt Ltd,0
2614,9054,100through500,Pvt Ltd,0
2615,17244,50through99,Pvt Ltd,0
2616,31069,50through99,Pvt Ltd,0
2617,25324,100through500,Pvt Ltd,0
2618,7682,5000through9999,NGO,0
2619,20368,50through99,Pvt Ltd,0
2621,6896,50through99,Pvt Ltd,1
2622,8975,<10,NGO,0
2623,1883,100through500,Pvt Ltd,0
2624,31394,10000+,Public Sector,0
2625,26123,5000through9999,Pvt Ltd,0
2626,2770,50through99,Pvt Ltd,0
2627,25139,10000+,NGO,0
2628,26140,5000through9999,Pvt Ltd,0
2629,746,10000+,Pvt Ltd,0
2630,24695,<10,Pvt Ltd,0
2631,33265,10through49,Pvt Ltd,0
2632,1495,50through99,Pvt Ltd,0
2633,22950,50through99,Pvt Ltd,0
2634,14579,500through999,Pvt Ltd,0
2635,24631,10000+,Pvt Ltd,0
2636,32490,50through99,Funded Startup,0
2637,27936,50through99,Pvt Ltd,0
2638,5338,100through500,NGO,0
2639,15303,50through99,Pvt Ltd,1
2640,30678,50through99,Pvt Ltd,0
2641,156,10through49,Funded Startup,0
2642,26038,50through99,Pvt Ltd,1
2643,21916,50through99,Pvt Ltd,0
2644,1999,50through99,Funded Startup,0
2645,757,50through99,Pvt Ltd,0
2646,10268,500through999,Public Sector,1
2647,6420,50through99,Pvt Ltd,0
2648,14230,50through99,Pvt Ltd,1
2649,18349,10000+,Pvt Ltd,1
2650,17238,50through99,Pvt Ltd,0
2651,6675,100through500,Pvt Ltd,0
2652,7628,<10,Funded Startup,0
2653,24181,10through49,Pvt Ltd,0
2654,2114,50through99,Pvt Ltd,0
2655,2664,50through99,Pvt Ltd,0
2656,2290,10000+,Pvt Ltd,0
2657,23546,50through99,Pvt Ltd,0
2658,5682,10000+,Pvt Ltd,0
2659,6171,10000+,Pvt Ltd,0
2660,11396,50through99,Pvt Ltd,0
2661,21043,10000+,Public Sector,0
2662,19797,100through500,Pvt Ltd,1
2663,3350,10000+,Pvt Ltd,1
2664,27620,10through49,Funded Startup,0
2665,13441,<10,Pvt Ltd,0
2666,22538,50through99,Pvt Ltd,0
2667,14098,10through49,Funded Startup,0
2668,12776,50through99,Pvt Ltd,0
2669,5494,50through99,Pvt Ltd,1
2670,19098,50through99,Pvt Ltd,0
2671,8355,100through500,Pvt Ltd,0
2672,14758,10000+,Pvt Ltd,0
2673,3379,<10,Pvt Ltd,0
2674,32791,50through99,Pvt Ltd,0
2675,20941,50through99,Pvt Ltd,0
2676,6623,1000through4999,Pvt Ltd,0
2677,22147,50through99,Public Sector,0
2678,32539,50through99,Pvt Ltd,0
2679,17525,100through500,Pvt Ltd,0
2680,9241,10through49,Pvt Ltd,0
2681,25368,100through500,Pvt Ltd,0
2682,8171,5000through9999,Pvt Ltd,0
2684,5713,500through999,Pvt Ltd,0
2685,28969,100through500,Pvt Ltd,0
2686,19382,50through99,Pvt Ltd,1
2687,29790,50through99,Pvt Ltd,1
2688,3509,50through99,Pvt Ltd,0
2689,2573,10000+,Pvt Ltd,1
2690,29125,50through99,Pvt Ltd,0
2691,14431,50through99,Pvt Ltd,0
2692,7251,<10,Pvt Ltd,0
2693,31559,100through500,Pvt Ltd,0
2694,4040,1000through4999,Pvt Ltd,0
2695,31189,10through49,Public Sector,1
2696,11199,50through99,Pvt Ltd,1
2697,10963,50through99,Pvt Ltd,1
2698,3288,10through49,Pvt Ltd,0
2699,4797,50through99,Pvt Ltd,1
2700,12177,50through99,Funded Startup,0
2701,18600,10000+,Pvt Ltd,0
2702,24494,50through99,Pvt Ltd,1
2703,18181,50through99,Pvt Ltd,1
2704,638,<10,Pvt Ltd,1
2705,31623,10000+,Pvt Ltd,0
2706,32199,50through99,Pvt Ltd,0
2707,23882,10000+,Pvt Ltd,0
2708,12434,100through500,Pvt Ltd,0
2709,25976,100through500,Pvt Ltd,1
2710,15444,100through500,Pvt Ltd,0
2711,6869,500through999,Pvt Ltd,0
2712,11592,50through99,NGO,0
2713,21831,10through49,Pvt Ltd,1
2714,10300,10000+,Public Sector,0
2715,19420,50through99,Pvt Ltd,0
2716,17812,50through99,Pvt Ltd,1
2717,14315,50through99,Pvt Ltd,0
2718,14076,10through49,Pvt Ltd,0
2719,11797,50through99,Pvt Ltd,0
2720,3909,1000through4999,NGO,0
2721,13877,5000through9999,Pvt Ltd,0
2722,29549,50through99,Pvt Ltd,0
2723,433,50through99,Pvt Ltd,1
2724,10753,100through500,NGO,0
2728,14722,50through99,Pvt Ltd,0
2730,5853,<10,Pvt Ltd,0
2731,4675,50through99,Pvt Ltd,0
2732,23985,50through99,Pvt Ltd,0
2734,27817,50through99,Pvt Ltd,1
2735,19397,10through49,Pvt Ltd,1
2736,24903,50through99,Pvt Ltd,0
2737,30872,10000+,Pvt Ltd,0
2738,16376,5000through9999,NGO,0
2739,1895,10through49,Pvt Ltd,0
2740,20848,50through99,Pvt Ltd,0
2741,1993,50through99,Pvt Ltd,1
2742,18768,100through500,Pvt Ltd,0
2743,22006,50through99,Pvt Ltd,0
2744,18323,50through99,Pvt Ltd,0
2745,32661,10000+,Pvt Ltd,0
2746,33258,10through49,Pvt Ltd,1
2747,24296,<10,Pvt Ltd,1
2748,21781,50through99,Pvt Ltd,1
2749,20248,50through99,Pvt Ltd,0
2750,3506,50through99,Pvt Ltd,0
2752,12272,100through500,Pvt Ltd,0
2753,32542,<10,Pvt Ltd,0
2754,18834,10through49,Pvt Ltd,0
2755,6744,100through500,Pvt Ltd,0
2756,13339,10through49,Pvt Ltd,1
2757,20712,50through99,Pvt Ltd,0
2758,25805,10000+,Pvt Ltd,0
2759,19387,1000through4999,Pvt Ltd,0
2760,28471,10000+,Pvt Ltd,0
2761,17306,50through99,Pvt Ltd,1
2762,692,100through500,Funded Startup,0
2763,7493,50through99,Pvt Ltd,0
2764,30723,1000through4999,NGO,0
2765,32470,<10,Pvt Ltd,0
2766,22164,<10,Funded Startup,0
2768,31165,50through99,Pvt Ltd,0
2769,30395,50through99,Pvt Ltd,0
2770,5500,50through99,Pvt Ltd,0
2771,12611,50through99,Pvt Ltd,1
2772,2244,50through99,Pvt Ltd,0
2773,3986,10000+,Pvt Ltd,0
2774,29198,1000through4999,Pvt Ltd,0
2775,23080,50through99,Pvt Ltd,0
2776,30412,50through99,Pvt Ltd,0
2777,28378,1000through4999,Pvt Ltd,0
2778,6475,50through99,Pvt Ltd,0
2779,663,50through99,Pvt Ltd,0
2780,5591,500through999,Pvt Ltd,0
2782,13313,10000+,Pvt Ltd,0
2784,31166,1000through4999,Pvt Ltd,0
2785,7695,100through500,NGO,0
2786,4395,500through999,Public Sector,0
2787,8245,100through500,Pvt Ltd,0
2788,10452,10000+,Pvt Ltd,0
2789,3640,500through999,Pvt Ltd,0
2790,27673,50through99,Pvt Ltd,0
2791,30356,50through99,Pvt Ltd,1
2792,20701,<10,Early Stage Startup,0
2793,18307,50through99,Pvt Ltd,1
2794,13799,50through99,Pvt Ltd,0
2795,12369,10through49,Pvt Ltd,1
2796,14279,10through49,Pvt Ltd,0
2797,29761,50through99,Pvt Ltd,1
2798,27320,10000+,Pvt Ltd,1
2799,17687,100through500,Pvt Ltd,1
2800,18685,500through999,Pvt Ltd,0
2801,18224,50through99,Pvt Ltd,1
2802,15972,500through999,Pvt Ltd,0
2803,30585,50through99,Pvt Ltd,0
2804,16884,100through500,Pvt Ltd,0
2805,28688,500through999,Pvt Ltd,0
2807,10634,50through99,Pvt Ltd,1
2808,4933,<10,Pvt Ltd,0
2809,12622,50through99,Pvt Ltd,0
2810,22001,50through99,Pvt Ltd,0
2811,22882,50through99,Pvt Ltd,0
2812,17364,50through99,Pvt Ltd,1
2813,8254,100through500,Pvt Ltd,0
2814,23966,10000+,Pvt Ltd,0
2815,12771,<10,Funded Startup,0
2816,29007,50through99,Funded Startup,0
2817,11107,100through500,Pvt Ltd,0
2818,7294,100through500,Pvt Ltd,0
2819,23085,50through99,Pvt Ltd,0
2820,6945,10000+,Public Sector,0
2821,12710,1000through4999,Pvt Ltd,0
2822,6340,50through99,Pvt Ltd,0
2823,29985,1000through4999,Pvt Ltd,0
2824,20889,10000+,Pvt Ltd,0
2825,13885,10000+,Pvt Ltd,0
2826,30927,50through99,Pvt Ltd,1
2827,22249,10through49,Pvt Ltd,0
2828,2138,<10,Pvt Ltd,0
2829,6318,10000+,Pvt Ltd,0
2830,2391,50through99,Pvt Ltd,0
2831,30848,50through99,Pvt Ltd,0
2832,12892,100through500,Pvt Ltd,0
2833,24030,50through99,Pvt Ltd,0
2834,4394,50through99,Pvt Ltd,0
2835,262,50through99,Pvt Ltd,0
2836,25550,<10,Pvt Ltd,0
2837,21515,10through49,Pvt Ltd,0
2838,12435,50through99,Pvt Ltd,0
2839,2395,<10,Early Stage Startup,0
2840,31395,100through500,Pvt Ltd,0
2841,30802,10000+,Pvt Ltd,0
2842,22895,<10,Pvt Ltd,0
2843,18087,50through99,Pvt Ltd,0
2845,1644,50through99,Pvt Ltd,1
2846,15175,100through500,NGO,0
2847,899,50through99,Pvt Ltd,0
2848,13489,50through99,Pvt Ltd,0
2849,25265,50through99,Pvt Ltd,0
2850,13034,50through99,Pvt Ltd,0
2851,14818,50through99,Pvt Ltd,1
2852,6782,10000+,Pvt Ltd,0
2853,455,100through500,Funded Startup,0
2854,21694,10000+,Pvt Ltd,0
2855,28208,50through99,Pvt Ltd,1
2856,23534,50through99,Public Sector,1
2857,16891,10000+,Pvt Ltd,0
2858,30677,50through99,Pvt Ltd,0
2859,24875,10through49,Pvt Ltd,1
2860,4418,50through99,Pvt Ltd,1
2861,29425,50through99,Pvt Ltd,1
2862,29893,500through999,Funded Startup,0
2863,910,<10,Funded Startup,1
2864,19529,1000through4999,Pvt Ltd,1
2865,671,10000+,Pvt Ltd,0
2866,324,<10,Pvt Ltd,0
2867,6131,50through99,Pvt Ltd,0
2868,9374,1000through4999,Pvt Ltd,0
2869,15270,50through99,Pvt Ltd,0
2870,21539,10through49,Pvt Ltd,0
2871,26308,50through99,Pvt Ltd,0
2872,14106,50through99,Pvt Ltd,1
2873,12263,50through99,Pvt Ltd,0
2874,31455,50through99,Pvt Ltd,1
2875,19445,5000through9999,Pvt Ltd,1
2876,9260,100through500,Pvt Ltd,0
2877,5955,50through99,Pvt Ltd,0
2878,12876,50through99,Pvt Ltd,1
2879,295,50through99,Pvt Ltd,0
2880,27013,50through99,Pvt Ltd,0
2881,32208,10through49,Funded Startup,0
2882,27152,50through99,Pvt Ltd,1
2883,9986,100through500,Funded Startup,0
2884,1660,50through99,Pvt Ltd,1
2885,6629,1000through4999,Pvt Ltd,0
2886,24282,500through999,Pvt Ltd,0
2887,30394,100through500,Pvt Ltd,0
2888,28743,50through99,Pvt Ltd,0
2889,23692,10through49,Pvt Ltd,0
2890,22470,10000+,Pvt Ltd,0
2891,28559,10through49,Pvt Ltd,0
2892,31082,10000+,Public Sector,1
2894,14584,1000through4999,Public Sector,0
